Timestamp,volData,currentData,batTempData,socData,sohData,motTempData,speedData
174,5.60468,0.5051725,28,78.57803933,85.07812,29.5,60
176,5.64336,0.4921075,28.5,78.08479691,85.72266,29.1,60
178,5.72072,0.4659775,28.5,80.66538316,87.01172,29.9,61
180,5.75936,0.452915,29.3,80.8320683,87.65625,30.7,60
182,5.63048,0.4964625,28.5,72.15474981,85.50781,29.3,60
184,5.48868,0.5443675,28.5,73.74556036,83.14453,29.2,60
186,5.7336,0.4616225,29.3,88.39901957,87.22656,30.6,62
188,5.72072,0.4659775,28.5,84.75114845,87.01172,29.2,63
190,5.48868,0.5443675,28,78.44844656,83.14453,29.6,59
192,5.63048,0.4964625,28.5,70.4248597,85.50781,29.2,62
194,5.60468,0.5051725,28.5,75.80039957,85.07812,29.6,61
196,5.64336,0.4921075,28.5,78.98276402,85.72266,29.2,63
198,6.17188,0.313555,28,98.766969,94.53125,29.8,62
200,5.7336,0.4616225,28.9,82.1701558,87.22656,30.3,61
202,6.64884,0.1524225,28,93.8071026,102.48047,30.2,61
204,5.57892,0.5138825,28.5,79.49335079,84.64844,29.5,62
206,6.2492,0.287425,27.6,98.57464094,95.82031,29.1,63
208,5.72072,0.4659775,28.5,89.99655796,87.01172,29.7,63
210,5.63048,0.4964625,28.5,73.35912584,85.50781,29.3,62
212,6.159,0.31791,27.6,95.13492624,94.31641,28.9,63
214,5.7336,0.4616225,29.3,86.53240917,87.22656,30.6,62
216,5.7336,0.4616225,29,80.23768466,87.22656,30.5,63
218,5.63048,0.4964625,28.5,70.68211923,85.50781,29.2,60
220,5.7336,0.4616225,28.9,89.88858414,87.22656,30.2,60
222,5.72072,0.4659775,28.5,84.56936577,87.01172,29.4,61
224,5.61756,0.5008175,28.5,77.99962671,85.29297,29.4,63
226,5.60468,0.5051725,28,71.35604099,85.07812,29.5,60
228,5.7336,0.4616225,29,86.35446294,87.22656,30.5,59
230,5.61756,0.5008175,28,72.54348951,85.29297,29.6,63
232,5.63048,0.4964625,28.5,75.76375971,85.50781,29.2,60
234,5.7336,0.4616225,28.9,88.64288025,87.22656,30.2,59
236,6.50704,0.2003275,28,99.55118154,100.11719,30.5,61
238,5.57892,0.5138825,28.5,76.27620629,84.64844,30,63
240,5.63048,0.4964625,28.5,77.74858476,85.50781,29.2,59
242,6.23632,0.29178,27.6,94.56432216,95.60547,29.2,63
244,5.75936,0.452915,29.3,83.85683854,87.65625,30.6,60
246,6.23632,0.29178,28,90.69268697,95.60547,30,63
248,6.2492,0.287425,27.6,91.20350051,95.82031,29.1,63
250,5.7336,0.4616225,29,85.58554989,87.22656,30.5,59
252,5.48868,0.5443675,28,71.64092235,83.14453,29.6,59
254,5.57892,0.5138825,28.5,73.18308833,84.64844,29.5,62
256,7.02264,0.02613,27.6,97.59805549,108.71094,29.6,59
258,6.9582,0.047905,27.6,95.89226737,107.63672,29.5,59
260,6.23632,0.29178,27.6,90.44454666,95.60547,29.3,59
262,5.61756,0.5008175,28.5,76.13372549,85.29297,29.4,62
264,6.23632,0.29178,27.6,95.25419609,95.60547,29.3,59
266,5.72072,0.4659775,28.5,88.74390812,87.01172,29.3,59
268,7.1258,0.1524225,28,90.40321442,110.42969,30.2,61
270,6.40392,0.2351675,27.6,93.47320085,98.39844,28.8,62
272,5.63048,0.4964625,28.5,73.51120607,85.50781,29.3,62
274,6.91952,0.06097,27.6,96.09567793,106.99219,29.4,62
276,6.5586,0.1829075,27.6,93.34870403,100.97656,28.8,59
278,5.63048,0.4964625,28.5,71.54368584,85.50781,29.3,60
280,7.0742,0.1524225,28,92.86644387,109.57031,30.1,63
282,5.72072,0.4659775,28.5,87.51388394,87.01172,29.2,59
284,5.4758,0.5487225,28,79.9077338,82.92969,29.7,59
286,6.9582,0.047905,27.6,99.45884673,107.63672,29.5,59
288,6.159,0.31791,28,92.00493328,94.31641,29.8,62
290,5.48868,0.5443675,28,74.61949969,83.14453,29.5,59
292,5.63048,0.4964625,28.5,72.3203041,85.50781,29.2,61
294,5.63048,0.4964625,28.5,76.97764998,85.50781,29.1,63
296,6.91952,0.06097,27.6,96.78661529,106.99219,30,62
298,6.37812,0.2438775,28,98.63498023,97.96875,30,63
300,5.72072,0.4659775,28.9,85.52958707,87.01172,30.1,60
302,5.4758,0.5487225,28,73.70864046,82.92969,29.6,61
304,5.48868,0.5443675,28.5,75.87328757,83.14453,29.1,63
306,6.93244,0.056615,28,97.48169775,107.20703,31,63
308,5.57892,0.5138825,28.5,70.83094983,84.64844,29.2,62
310,5.63048,0.4964625,28.5,79.89951776,85.50781,29.2,59
312,5.7336,0.4616225,29.3,81.64550395,87.22656,30.6,63
314,5.60468,0.5051725,28,79.46949174,85.07812,29.5,60
316,6.3008,0.2700075,28,98.06080596,96.67969,30,59
318,5.61756,0.5008175,28,75.64277349,85.29297,29.6,59
320,5.57892,0.5138825,28.9,71.05642784,84.64844,30.1,59
322,6.31368,0.2656525,27.6,90.65047317,96.89453,28.8,63
324,5.7336,0.4616225,28.9,82.86731073,87.22656,30.4,61
326,6.3008,0.2700075,27.6,96.08227067,96.67969,28.8,60
328,5.72072,0.4659775,28.5,81.11506944,87.01172,29.2,60
330,5.60468,0.5051725,29.3,77.10087178,85.07812,30.7,63
332,5.7336,0.4616225,28.9,81.26383497,87.22656,30.4,62
334,5.48868,0.5443675,28.5,70.38822105,83.14453,29.2,60
336,5.7336,0.4616225,28.5,87.68706054,87.22656,29.8,61
338,6.3008,0.2700075,27.6,90.44410321,96.67969,28.8,63
340,5.48868,0.5443675,28.5,79.87408657,83.14453,29.3,59
342,6.2472,0.2700075,26.7,90.43124074,89.375,28.8,62
344,5.46288,0.5530775,28,74.35581561,82.71484,29.7,62
346,7.04844,0.1524225,28,91.10414999,109.14062,30.1,61
348,5.72072,0.4659775,28.5,89.33894944,87.01172,29.4,63
350,5.9914,0.374525,27.6,89.49002873,91.52344,28.9,62
352,5.48868,0.5443675,28,77.25457845,83.14453,29.6,59
354,5.64336,0.4921075,28.5,71.38757722,85.72266,29.1,59
356,5.45156,0.5487225,28,79.83253674,82.92969,29.6,59
358,6.99688,0.03484,27.6,93.91824203,108.28125,29.5,60
360,5.46288,0.5530775,28,73.523881,82.71484,29.7,60
362,5.4758,0.5051725,28,78.41523537,85.07812,29.4,60
364,6.159,0.31791,27.6,96.01697025,94.31641,28.9,59
366,5.7336,0.4616225,28.9,89.49772454,87.22656,30.4,61
368,5.63048,0.4964625,28.5,78.79857209,85.50781,29.3,63
370,6.32656,0.2612975,27.6,95.64977549,97.10938,28.8,59
372,5.60468,0.5051725,28,73.24769953,85.07812,29.5,61
374,5.72072,0.4659775,28.5,80.26124916,87.01172,29.2,59
376,5.4758,0.5487225,28,75.20510288,82.92969,29.6,61
378,6.9582,0.047905,27.6,95.36815266,107.63672,29.5,59
380,5.7336,0.4616225,28.9,89.24588226,87.22656,30.5,61
382,5.72072,0.4659775,28.5,82.91427501,87.01172,29.4,61
384,6.17188,0.313555,28,97.59595329,94.53125,29.7,60
386,5.64336,0.4921075,28.5,73.44921339,85.72266,29.1,62
388,5.48868,0.5443675,28,77.7006835,83.14453,29.6,62
390,6.23632,0.29178,27.6,99.87430758,95.60547,29.3,59
392,5.7336,0.4616225,28.9,84.96707802,87.22656,30.2,60
394,6.75196,0.1175825,27.6,98.21277745,104.19922,29.4,61
396,7.1258,0.1524225,28,93.6258669,110.42969,30.2,61
398,5.64336,0.4921075,28.5,74.95783429,85.72266,29.1,59
400,6.03008,0.36146,27.6,83.27605885,92.16797,29,59
402,5.48868,0.5443675,28.5,75.58242026,83.14453,29.5,61
404,5.60468,0.5051725,28,77.88319192,85.07812,29.6,63
406,5.7336,0.4616225,29.3,84.31573501,87.22656,30.6,63
408,5.61756,0.5008175,28.5,78.34412681,85.29297,29.4,62
410,5.72072,0.4659775,28.5,85.08281067,87.01172,29.7,60
412,5.7336,0.4616225,29.3,89.53147862,87.22656,30.6,62
414,5.48868,0.5443675,28,74.92570245,83.14453,29.6,59
416,6.68752,0.1393575,27.6,94.09830952,103.125,29.4,63
418,5.63048,0.4964625,28.5,79.10216703,85.50781,29.1,62
420,5.63048,0.4964625,28.5,71.65934281,85.50781,29.2,62
422,5.60468,0.5051725,28,76.53868764,85.07812,29.4,62
424,6.32656,0.2612975,27.6,95.52809431,97.10938,28.8,59
426,6.37812,0.2438775,27.6,95.79395649,97.96875,28.8,63
428,5.63048,0.4964625,28.5,79.66455995,85.50781,29.1,63
430,5.48868,0.5443675,28.5,72.00352339,83.14453,29.2,60
432,6.40392,0.2351675,27.6,99.30748129,98.39844,28.8,62
434,5.4758,0.5487225,28,72.20874349,82.92969,29.6,60
436,6.49416,0.2046825,27.6,97.79027584,99.90234,29.5,62
438,5.72072,0.4659775,28.5,84.66204233,87.01172,29.2,59
440,5.64336,0.4921075,28.5,74.55893659,85.72266,29.1,59
442,5.57892,0.5138825,28.9,77.17260507,84.64844,30.1,59
444,7.08712,0.1524225,28,96.4603367,109.78516,30.1,59
446,5.63048,0.4964625,28.5,79.37940139,85.50781,29.2,63
448,6.12032,0.330975,28,99.62202798,93.67188,29.9,63
450,5.60468,0.5051725,28,76.31772974,85.07812,29.5,60
452,5.57892,0.5138825,28.5,76.52016696,84.64844,29.3,61
454,6.68752,0.1393575,27.6,92.81608841,103.125,29.4,63
456,6.37812,0.2438775,28,93.56423819,97.96875,30,63
458,5.61756,0.5008175,28.5,71.95296353,85.29297,29.4,60
460,5.63048,0.4964625,28.1,74.65350636,85.50781,29.5,61
462,6.2492,0.287425,27.6,96.22250786,95.82031,29.2,63
464,5.57892,0.5138825,28,78.08505998,84.64844,29.5,59
466,5.72072,0.4659775,28.5,84.93470427,87.01172,29.6,61
468,6.159,0.31791,27.6,91.91788268,94.31641,28.9,62
470,5.7336,0.4616225,29.2,85.18928876,87.22656,30.5,63
472,6.12032,0.330975,28,96.30604327,93.67188,29.9,63
474,5.60468,0.5051725,28,79.59114554,83.54741,29.4,61
476,5.61756,0.5008175,28.5,72.93294847,85.29297,29.5,61
478,5.48868,0.5443675,28.5,72.54846433,83.14453,29.2,60
480,6.00428,0.37017,28,89.68228731,91.73828,29.8,59
482,5.7336,0.4616225,29.3,88.45072253,87.22656,30.6,62
484,5.61756,0.5008175,28.5,75.4145952,85.29297,29.4,63
486,6.49416,0.2046825,28,91.32617029,99.90234,30.5,61
488,6.1332,0.32662,28,93.11973243,93.88672,29.9,62
490,5.63048,0.4964625,28.5,75.34852377,85.50781,29.2,63
492,5.7336,0.4616225,28.5,84.29542887,87.22656,29.2,62
494,5.63048,0.4964625,28.5,72.38613488,85.50781,29.2,62
496,5.7336,0.4616225,29.3,85.76760459,87.22656,30.7,60
498,5.63048,0.4964625,28.5,77.88434822,85.50781,29.1,63
500,7.02264,0.02613,27.6,96.2274732,108.71094,29.6,59
502,6.2492,0.287425,27.6,91.80294143,95.82031,29.2,63
504,5.48868,0.5443675,28,75.84384276,83.14453,29.5,63
506,5.72072,0.4659775,28.5,87.75916198,87.01172,29.8,60
508,5.60468,0.5051725,28.9,75.52640607,85.07812,30.4,63
510,5.61756,0.5008175,28.5,78.00453278,85.29297,29.2,59
512,5.72072,0.4659775,28.5,85.3503461,87.01172,29.2,61
514,5.72072,0.4659775,28.5,80.48414389,87.01172,29.7,61
516,5.63048,0.4964625,28.5,72.23808721,85.50781,29.2,62
518,5.72072,0.4659775,28.5,85.7727208,87.01172,29.5,60
520,5.63048,0.4964625,28.5,77.39269865,85.50781,29.3,60
522,5.7336,0.4616225,28.9,81.0708363,87.22656,30.3,59
524,5.46288,0.5530775,28,78.04439792,82.71484,29.7,63
526,5.7336,0.4616225,29.3,85.12421877,87.22656,30.7,63
528,5.63048,0.4964625,28.5,78.21360414,85.50781,29.1,63
530,5.4758,0.5487225,28,74.36899035,82.92969,29.4,61
532,5.63048,0.4964625,28.5,78.93002656,85.50781,29.1,60
534,5.48868,0.4964625,28.5,76.09178011,85.50781,29.3,60
536,5.63048,0.4964625,28.5,75.86323116,85.50781,29.2,59
538,5.57892,0.5138825,28.5,71.4707766,84.64844,30,63
540,5.57892,0.5138825,28,75.34299486,84.64844,29.5,59
542,6.72616,0.1262925,28,90.41963813,103.76953,30,59
544,5.48868,0.5443675,28,77.9564757,83.14453,29.5,59
546,6.8422,0.0871,27.6,96.5045489,105.70312,29.6,60
548,5.7336,0.4616225,28.9,80.37439939,87.22656,30.2,62
550,5.48868,0.5443675,28,77.62948481,83.14453,29.6,59
552,5.4758,0.5487225,28,74.47223878,82.92969,29.6,59
554,5.60468,0.5051725,28,72.08031946,85.07812,29.5,61
556,5.72072,0.4659775,28.5,86.48552771,87.01172,29.4,61
558,5.7336,0.4616225,29.3,80.36637549,87.22656,30.7,60
560,5.63048,0.4964625,28.5,70.14926659,85.50781,29.1,63
562,5.9914,0.374525,27.6,85.50786014,91.52344,28.9,62
564,5.72072,0.4659775,28.5,85.64308604,87.01172,29.7,60
566,5.63048,0.4964625,28.5,77.56925659,85.50781,29.3,61
568,5.4758,0.5487225,28.5,78.63917304,82.92969,29.2,60
570,6.2492,0.287425,27.6,97.97668911,95.82031,29.1,63
572,5.7336,0.4616225,29.3,81.76012707,87.22656,30.6,62
574,5.46288,0.5530775,28,70.38613054,82.71484,29.7,63
576,6.4168,0.2308125,27.6,94.09710947,98.61328,28.8,61
578,6.61016,0.1654875,28,92.52550895,101.83594,30,60
580,6.159,0.31791,27.6,99.22982585,94.31641,28.9,63
582,5.72072,0.4659775,28.5,86.06396695,87.01172,29.3,61
584,5.64336,0.4921075,28.5,73.90105022,85.72266,29.2,59
586,5.7336,0.4616225,28.9,87.28135972,87.22656,30.3,61
588,5.61756,0.5008175,29.3,73.39455299,85.29297,30.7,62
590,6.28788,0.2743625,27.6,98.57507908,96.46484,29.4,61
592,6.89376,0.06968,27.6,90.70225906,106.5625,29.5,62
594,6.64884,0.1524225,28,95.01133504,102.48047,30.2,61
596,5.7336,0.4616225,28.9,85.50213458,87.22656,30.2,61
598,5.60468,0.5051725,28,72.53905067,83.54741,29.4,61
600,6.23632,0.29178,27.6,90.00523456,95.60547,29.2,63
602,5.72072,0.4659775,28.5,88.94382124,87.01172,29.7,63
604,6.3008,0.2700075,27.6,94.15107499,96.67969,28.8,60
606,6.23632,0.29178,28,92.27902237,95.60547,30,63
608,6.23632,0.29178,27.6,94.31787167,95.60547,29.2,63
610,5.63048,0.4964625,28.5,70.61662089,85.50781,29.2,61
612,6.03008,0.36146,27.6,89.22544835,92.16797,28.8,61
614,5.60468,0.5051725,29.3,76.41636116,85.07812,30.7,63
616,5.61756,0.5008175,28.5,70.27346708,85.29297,29.2,60
618,5.4758,0.5487225,28.5,73.52317783,82.92969,29.4,63
620,5.61756,0.5008175,28,75.8307323,85.29297,29.6,63
622,5.57892,0.5138825,28,73.17132428,84.65855,29.5,62
624,5.60468,0.5051725,28,70.07647923,85.07812,29.4,61
626,5.60468,0.5051725,29.3,73.22421688,85.07812,30.7,63
628,5.61756,0.5008175,28.5,77.73042661,85.29297,29.5,61
630,6.17188,0.313555,27.6,91.02445654,94.53125,29,60
632,5.7336,0.4616225,28.9,83.96533301,87.22656,30.4,60
634,5.46288,0.5530775,28,74.47616495,82.71484,29.7,63
636,5.48868,0.5443675,28.5,76.79562426,83.14453,29.3,62
638,6.17188,0.313555,27.6,95.06931439,94.53125,29,63
640,5.60468,0.4616225,28.9,70.64413657,87.22656,30.4,63
642,5.63048,0.4964625,28.5,72.3721365,85.50781,29.1,62
644,5.7336,0.4616225,29.3,81.42079797,87.22656,30.6,63
646,5.61756,0.5008175,28.5,76.98638524,85.29297,29.2,61
648,5.72072,0.4659775,28.5,80.14272584,87.01172,29.7,63
650,6.79064,0.1045175,27.6,96.81667121,104.84375,29.4,59
652,6.42968,0.2264575,27.6,98.98687713,98.82812,29.4,62
654,5.61756,0.5008175,28.5,75.80807606,85.29297,29.4,62
656,5.72072,0.4659775,28.5,83.25474888,87.01172,29.6,60
658,6.03008,0.36146,27.6,85.90588312,92.16797,29,62
660,6.4168,0.2308125,28,93.38454427,98.61328,30.1,63
662,5.75936,0.452915,29.3,89.29388243,87.65625,30.7,60
664,6.40392,0.2351675,27.6,97.00415143,98.39844,28.8,62
666,6.89376,0.06968,28,96.46878184,106.5625,30.9,59
668,5.46288,0.5530775,28,70.18182393,82.71484,29.7,63
670,6.08164,0.34404,28,89.28665069,93.02734,30.3,59
672,5.64336,0.4921075,28.5,72.40299646,85.72266,29.1,62
674,5.4758,0.5487225,28.5,79.6366997,82.92969,29.4,63
676,6.32656,0.2612975,27.6,94.78307024,97.10938,28.8,59
678,6.00428,0.37017,28,87.45709151,91.73828,29.8,59
680,5.63048,0.4964625,28.5,77.02512181,85.50781,29.1,62
682,6.159,0.31791,27.6,98.46863038,94.31641,28.9,59
684,5.57892,0.5138825,28.5,74.39145153,84.64844,29.9,62
686,5.57892,0.5138825,28.9,72.56761425,84.64844,30.2,63
688,5.7336,0.4616225,28.5,88.40495469,87.22656,29.8,61
690,5.64336,0.4921075,28.5,74.09077562,85.72266,29.1,60
692,6.22344,0.296135,27.6,95.75972838,95.39062,29.1,62
694,5.48868,0.5443675,28,71.19727544,83.14453,29.6,59
696,5.63048,0.4964625,28.5,74.17049818,85.50781,29.2,59
698,6.17188,0.313555,27.6,93.81632627,94.53125,29.1,60
700,5.72072,0.4659775,28.5,86.501915,87.01172,29.3,60
702,6.1332,0.32662,28,99.31910021,93.88672,29.9,62
704,5.61756,0.5008175,29.3,72.42793504,85.29297,30.6,59
706,5.57892,0.5138825,28.5,70.93703008,84.64844,29.5,62
708,5.61756,0.5008175,28,73.16306093,85.29297,29.5,61
710,6.0172,0.365815,28,83.0144981,91.95312,29.9,60
712,5.72072,0.4659775,28.5,80.4952694,87.01172,29.4,61
714,6.23632,0.29178,27.6,92.18895467,95.60547,29.2,61
716,5.60468,0.5051725,28,73.14763798,85.07812,29.4,62
718,5.60468,0.5051725,28,77.81162965,83.54741,29.4,61
720,7.0742,0.1524225,28,99.7421731,109.57031,30.1,63
722,5.60468,0.5051725,28,73.32143376,85.07812,29.6,63
724,5.63048,0.4964625,28.5,74.58680042,85.50781,29.1,63
726,5.60468,0.5051725,29.3,70.31942644,85.07812,30.7,63
728,6.93244,0.056615,27.6,98.66737042,107.20703,29.8,60
730,5.46288,0.5530775,28,74.32803382,82.71484,29.7,63
732,6.49416,0.2046825,27.6,94.26062715,99.90234,29.5,62
734,5.61756,0.5008175,28.5,73.09248152,85.29297,29.4,61
736,6.159,0.31791,27.6,98.34309653,94.31641,28.8,60
738,6.93244,0.056615,27.6,90.88050581,107.20703,29.8,60
740,5.60468,0.5051725,28,72.01166221,85.07812,29.4,62
742,6.10744,0.33533,28,97.08612134,93.45703,29.9,61
744,5.72072,0.4659775,28.5,84.67393207,87.01172,29.5,60
746,7.02264,0.02613,27.6,94.67233746,108.71094,29.6,59
748,6.79064,0.1045175,27.6,95.02872334,104.84375,29.4,59
750,5.63048,0.4964625,28.5,72.35159007,85.50781,29.2,62
752,5.64336,0.4921075,28.5,71.84677797,85.72266,29.1,62
754,5.48868,0.5443675,28,77.43199526,83.14453,29.6,59
756,5.61756,0.5008175,28.5,76.82225656,85.29297,29.2,61
758,5.60468,0.5051725,28,71.77847686,85.07812,29.5,59
760,5.48868,0.5443675,28.5,73.76524312,83.14453,29.4,59
762,5.64336,0.4921075,28.5,77.0149236,85.72266,29.2,62
764,5.7336,0.4616225,29.3,81.92575725,87.22656,30.7,63
766,5.60468,0.5051725,28.9,75.94612857,85.07812,30.4,59
768,6.00428,0.37017,28,88.6094563,91.73828,29.8,59
770,5.60468,0.5051725,28,79.64553035,85.07812,29.4,61
772,5.7336,0.4616225,28.5,87.63083506,87.22656,29.2,62
774,5.46288,0.5530775,28,71.09687245,82.71484,29.7,60
776,5.57892,0.5138825,28.5,79.16615489,84.64844,29.2,63
778,5.72072,0.4659775,28.5,84.69490566,87.01172,29.8,60
780,6.37812,0.2438775,27.6,91.58011948,97.96875,28.8,63
782,6.89376,0.06968,27.6,98.53758543,106.5625,29.5,62
784,5.60468,0.5051725,28,70.23240737,85.07812,29.5,59
786,6.2492,0.287425,27.6,91.87635561,95.82031,29.1,63
788,5.72072,0.4659775,28.5,88.52670175,87.01172,29.7,63
790,5.63048,0.4964625,28.5,72.12525531,85.50781,29.2,63
792,5.61756,0.5008175,28.5,73.6851563,85.29297,29.2,60
794,5.48868,0.5443675,28,73.27678017,83.14453,29.6,59
796,6.93244,0.056615,28,99.61032313,107.20703,31,63
798,5.7336,0.4616225,28.5,85.75610724,87.22656,29.2,62
800,6.2492,0.287425,27.6,97.1189046,95.82031,29.1,63
802,6.93244,0.056615,27.6,94.77497831,107.20703,29.8,60
804,5.60468,0.5051725,28.9,75.09775581,85.07812,30.5,60
806,6.12032,0.330975,28,94.76371526,93.67188,29.9,63
808,6.58436,0.1741975,27.6,97.28147579,101.40625,29.5,62
810,5.63048,0.4964625,28.5,73.09921426,85.50781,29.2,59
812,5.61756,0.5008175,29.3,73.38900615,85.29297,30.6,59
814,6.0684,0.2090375,27.6,87.8600672,99.6875,28.8,62
816,5.48868,0.5443675,28.5,70.40720377,83.14453,29.3,62
818,6.12032,0.330975,28,94.50174308,93.67188,29.9,63
820,5.48868,0.5443675,28,76.15342565,83.14453,29.6,62
822,6.28788,0.2743625,27.6,97.44969425,96.46484,29.4,61
824,6.23632,0.29178,27.6,99.97146935,95.60547,29.2,63
826,5.45,0.5574325,28,71.93439558,82.5,29.7,63
828,5.64336,0.4921075,28.5,71.68492934,85.72266,29.1,61
830,5.63048,0.4964625,28.5,71.33770335,85.50781,29.3,62
832,5.63048,0.4964625,28.5,78.57647197,85.50781,29.2,60
834,5.7336,0.4616225,28.9,88.45820523,87.22656,30.3,61
836,5.48868,0.5443675,28.5,77.22288282,83.14453,29.4,59
838,6.17188,0.313555,27.6,91.2147642,94.53125,29,60
840,5.63048,0.4964625,28.5,71.06059948,85.50781,29.3,60
